title,datePosted,Year,is_IT,tech_python,tech_sql___databases,tech_java___.net,tech_cloud_(aws_azure_gcp),tech_machine_learning___ai,tech_cybersecurity,tech_devops___docker,tech_networking,tech_agile___scrum,tech_data_engineering,soft_teamwork,soft_client_facing,soft_communication,soft_adaptability,soft_critical_thinking,soft_leadership,soft_time_management,soft_attention_to_detail,soft_problem_solving,soft_creativity
VIGILANTE DE SEGURIDAD,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEON,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONITORES-COLONIAS ABIERTAS 2024 VERANO,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECATRONICO - MANTENIMIENTO INDUSTRIAL EMPRESA DE ARRASATE,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUÍA TURÍSTICO,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A IMPORTACIÓN,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LIMPIADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTES/AS HELADERÍA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCIENCIADO / GRADO EN MEDICINA GENERAL,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANTERO/CANTERA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASISTENTE DOMICILIARIO, RÉGIMEN INTERNO.",2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/PROFESORA DE EUSKALTEGI,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR FLORISTA/DEPENDIENTE-A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOFER,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DINAMIZADOR DE GAZTEGUNE,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL DE LIMPIEZA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE PEÓN DE LA CONSTRUCCIÓN,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL DE LIMPIEZA DE OFICINAS,2024-04-12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTADOR DE ESTRUCTURAS PORTATILES LIJERAS,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ELECTROMECÁNICO,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARNICERO OFICIAL DE PRIMERA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPARTIDOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL TÉCNICO CONTROL DE PLAGAS,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PEÓN CONDUCTOR LIMPIEZA VIARIA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE OBRAS Y SERVICIOS,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A DE CARGA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FUNERARIA/O,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE CAMARERO/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRATIVO,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCINERA O COCINERO,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DEPENDIENTE/A CON DISCAPACIDAD,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO-A EUSKERA,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPARTIDOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALMACENERO/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASISTENTE DOMICILIARIO (REGIMEN INTERNO),2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVERO/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNIC@ SUPERIOR EN ORGANIZACIÓN Y ADMINISTRACIÓN DE EMPRESAS,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENVASADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTANERO/A - SOLDADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEC. CONTABLE,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLASIFICADOR/A Y PREPARADOR/A DE PRODUCTO TEXTIL,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A TRAILER,2024-04-12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN/A DE JARDINERÍA(OPERARIO/A SERVICIOS MULTIPLES),2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECANICO AUTOMOCION,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PLANCHADOR-A INDUSTRIAL,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMADOR DE HOTEL,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEROCULTOR/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPARTIDOR/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEROCULTOR/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCINERO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERRERO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGENTE DE TURISMO,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCENTE CERTIFICADO DE PROFESIONALIDAD ACTIVIDADES ADMINISTRATIVAS EN LA RELACION CON EL CLIENTE,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AYUDA DOMICILIARIA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCENTE CP ATENCION SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE PSICÓLOGO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE CATERING,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUADRISTA E INSTALADOR ELÉCTRICO MAQUINA HERRAMIENTA PARA EMPRESA DE ARRASATE,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINCHE DE COCINA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR -REPARTIDOR,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO DE OBRA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JEFE DE OBRA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JEFE DE OBRA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENFERMERO / ENFERMERA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A ÁREA SOCIAL CON DISCAPACIDAD PARA LEMOA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANICURISTA/PEDICURISTA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRUISTA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRUISTA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTALERO DE AUTOMOVIL,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENFERMERO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA Y AYUDANTE DE CAMARERO,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENFERMERO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A MERCANCÍAS PELIGROSAS,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICO / A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DEPENDIENTE / DEPENDIENTA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA MEDIA TENSIÓN,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA Y DE RECEPCIÓN,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OPERARIO/A ELECTROMECÁNICO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMPLEADO-A HOGAR INTERNO-A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPECIALISTA PARA MONTAJE ELECTROMECÁNICO,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MÉDICO/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE/A DE CAMARERO,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENMASILLADOR/A - YESISTA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIMPIADOR CARRETILLERO,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGENTE TELEFÓNICO COMERCIAL CON EUSKERA,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARQUITECTO/A JUNIOR,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOS CAMARERO/AS,2024-04-11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPARTIDOR.,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOFER TRAILER,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASESOR/A DE SERVICIO POSTVENTA EN SECTOR AUTOMOCION,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AGENTES TELEFÓNICOS DE ATENCIÓN AL CLIENTE (NO VENTAS),2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OPERADOR/A DE TRAFICO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTANERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALBAÑIL OFICIAL DE PRIMERA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACULTATIVO/A ESPECIALISTA MEDICINA DEL TRABAJO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUESTO DE JARDINERÍA EN BERRIZ,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL DE LIMPIEZA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERAO/A.,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/A DE INGLÉS Y ALEMÁN,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE CAMARERO/A MESAS ( RESTAURANTE ),2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/A DE INGLÉS Y FRANCÉS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERA DE PISOS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/A DE GUITARRA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFORMADOR - GUÍA DE TURISMO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRACION-ALMACEN-GESTION DE STOCK,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENFERMERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AUXILIAR DE AYUDA A DOMICILIO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQUIPO GERENCIAL HOSTELERIA ZONA BILBAO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
COCINERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PODADOR/A EN ALTURA( A PARTIR DE 20 METROS),2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PERSONAL LIMPIEZA DE COCINA/ SALA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A DE CAMIÓN RÍGIDO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR AYUDA DOMICILIO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR MONTAJE/DESMONTAJE DE EVENTOS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRATIVO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PELUQUERA/O,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMPLEADO/A DE ALMACÉN,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A EN CONTROL DE PLAGAS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL DE FRUTERÍA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FISIOTERAPEUTA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONITOR/A GAZTELEKU,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUXILIAR DE FISIOTERAPIA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPENDEDOR GASOLINERA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONITOR/A PILATES,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO DE LIMPIEZA DE TUBERIAS DE DESAGÜE,2024-04-10,2024,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A PRL,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GUÍA MONITOR/A PARA VISITAS EDUCATIVAS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DINAMIZADOR/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SONDISTA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE OBRA PRL,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OFICIAL DE PRIMERA-CARPINTERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRACIÓN Y GESTIÓN,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELEOPERADOR/A EMISION LLAMADAS AUTOMOCION,2024-04-10,2024,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CONDUCTOR/A CAMIÓN RÍGIDO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECÁNICO-A REPARADORES DE MAQUINARIA AGRÍCOLA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COMERCIAL EXPORTACIÓN,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUXILIAR DE AYUDA A DOMICILIO,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PROFESOR-A FB ESTÉTICA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMACENERO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECECIONISTA DE HOTEL,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTABLE,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEDICO/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TECNICO/A APLICADOR. CONTROL DE PLAGAS,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATENCIÓN SOCIOSANITARIA A PERSONAS EN RESIDENCIA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENFERMERO/ENFERMERA,2024-04-10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTROMECANICO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE COCINA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE A MEDIA JORNADA HORARIO DE TARDE,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENDEDOR@ EN COMERCIO JORNADA COMPLETA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESOR/A DE INGLÉS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACUPUNTOR/A - MASAJISTA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARQUITECTO/A TÉCNICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A EN DEPILACIÓN LÁSER Y ESTÉTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OPERARIO LINEA MONTAJE MECANICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASISTENTE DE ADMINISTRACION Y MARKETING,2024-04-09,2024,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
PELUQUERO/A OFICIAL/A 1ª Ó 2ª,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR MONTAJE/DESMONTAJE DE EVENTOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A EN DEPILACIÓN LÁSER Y ESTÉTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PELUQUERO/A OFICIAL 1º,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PROFESOR/A EUSKERA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINCHE O COCINERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARPINTERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PELUQUERO/A OFICIAL 1º,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERAPEUTA OCUPACIONAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJUSTADOR-MONTADOR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO / CAMARERA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRABAJADOR/A SOCIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO EN MAQUINARIA FITNESS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEON DE OBRA (AUXILIAR DE LABORATORIO),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PROFESOR/A DE OFIMATICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEÓN/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
