source,extraction_timestamp,title,addressLocality,addressRegion,description,datePosted,offer_number,employmentType,collective,occupationalCategory,workday,age,employmentSituation,driverLicense,educationRequirements,experienceRequirements,contactinformation,numberPositions,participants
1,2024-04-14 10:34:56,ASISTENTE DE ADMINISTRACION Y MARKETING,Ordizia,Gipuzkoa,"PERSONA ALTAMENTE MOTIVADA Y POLIVALENTE CON EXPERIENCIA EN ADMINISTRACIÓN Y UN INTERÉS GENUINO EN EL ÁREA DE MARKETING. ESTE PUESTO COMBINA FUNCIONES ADMINISTRATIVAS CON LA OPORTUNIDAD DE CONTRIBUIR AL DESARROLLO Y EJECUCIÓN DE ESTRATEGIAS DE MARKETING ADMINISTRACION GENERAL, APOYO EN MARKETING, COLABORACIÓN EN PROYECTOS, PARTICIPAR EN REUNIONES DE EQUIPO, AORTANDO IDEAS Y SOLUCIONES CREATIVAS. REQUISITOS IMPRESCINDIBLES GRADO EN ADMINISTRACION/MARKETING, CONOCIMIENTOS BASICOS DE HERRAMIENTAS DE MARKETING DIGITAL Y REDES SOCIALES, COMUNICACION VERBAL Y ESCRITA, HABILIDADES AVANZADAS DE ORGANIZACIÓN Y GESTIÓN . DEL TIEMPO. SE OFRECE CONTRATO INDEFINIDO A JORNADA COMPLETA, INCORPORACIÓN INMEDIATA.",09/04/2024,162024003852,LABORAL INDEFINIDO,,"TÉCNICOS SUPERIORES EN ORGANIZACIÓN Y ADMINISTRACIÓN DE EMPRESAS, EN GENERAL",,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: ENSEÑANZAS UNIVERSITARIAS DE GRADO,,,1,28
1,2024-04-14 10:34:56,PELUQUERO/A OFICIAL/A 1ª Ó 2ª,Getxo,Bizkaia,"Salón de peluquería ubicado en Getxo precisa contratar 2 personas como oficial/a de 1ª ó 2ª para funciones propias de la categoría: secador de pelo, mechas, corte señora y caballero, tinte, tratamientos... Imprescindible 12 meses de experiencia en la categoría y formación FP Grado Medio o Superior, o Certificado de Profesionalidad de Peluquería. Se ofrece contrato indefinido, a concretar jornada y horario. Salario según convenio, incorporación inmediata",09/04/2024,162024003850,LABORAL INDEFINIDO,,PELUQUEROS DE SEÑORAS,,,,,Experiencia mínima: 1 año,1 año,,1,4
1,2024-04-14 10:34:56,AUXILIAR MONTAJE/DESMONTAJE DE EVENTOS,Donostia/San Sebastián,Gipuzkoa,"Empresa dedicada a la representación y gestión de espectáculos precisa contratar personas para realizar trabajos de montaje y desmontaje iluminación, sonido, vídeo, escenarios e infraestructuras en eventos, conciertos y festivales. IMPRESCINDIBLE: buena actitud hacia el trabajo. VALORABLE: Carnet de manejo de carretilla elevadora y experiencia en el sector. Disponibilidad. SE OFRECE: contrato eventual a jornada parcial o completa, en horario variable. SALARIO: 1.333 euros/brutos, aprox. (jornada completa)",09/04/2024,162024003849,LABORAL TEMPORAL,,"MOZOS DE CARGA Y DESCARGA, ALMACÉN Y/O MERCADO DE ABASTOS",,,,,Experiencia mínima: 1 mes,1 mes,,10,37
1,2024-04-14 10:34:56,TÉCNICO/A EN DEPILACIÓN LÁSER Y ESTÉTICA,Getxo,Bizkaia,"Empresa de Estética ubicada en Getxo precisa contratar a un/a Técnico/a en Estética para realización de tratamientos de depilación láser, tratamientos de estética avanzada y otra aparatología. Funciones: Asesoramiento al cliente. Realización de tratamientos. Explicación y cierre de venta. Atención telefónica y presencial. Gestión de agenda. Mantenimiento del Centro. Requisitos imprescindibles: Formación reglada de Grado Superior en Estética Integral y Bienestar. Experiencia mínima acreditada de un año en el puesto. Se ofrece contrato indefinido con horario rotativo de lunes a sábado librando dos sábados al mes. Salario según convenio más comisiones. Incorporación inmediata.",09/04/2024,162024003848,LABORAL INDEFINIDO,,ESTETICISTAS,,,,,Experiencia mínima: 1 año,1 año,,1,0
1,2024-04-14 10:34:56,PELUQUERO/A OFICIAL 1º,Donostia/San Sebastián,Gipuzkoa,"TAREAS A REALIZAR: servicios técnicos, coloración, cortes, secados y tratamientos capilares. Orientar al cliente sobre los productos que mejoren el cuidado y embellecimiento del cabello. Conocer y dominar las técnicas y estilos de cada temporada. Conseguir en cada servicio un resultado profesional adecuado. REQUISITOS IMPRESCINDIBLES: Formación en peluquería con 3 años de experiencia. SE OFRECE: Contrato indefinido, jornada completa, incorporación inmediata. Salario mensual aproximado: 1.166,64 + comisiones",09/04/2024,162024003847,LABORAL INDEFINIDO,,PELUQUEROS UNISEX,,,,,Experiencia mínima: 3 años,3 años,,2,1
1,2024-04-14 10:34:56,PROFESOR/A EUSKERA,Getxo,Bizkaia,"Euskaltegi ubicado en Getxo precisa contratar a un profesor o profesora para contrato de relevo.  Requisitos imprescindibles: Grado y C2 de euskera.  Se valorará: contar con experiencia como profesor o profesora de euskera, y haber realizado el curso de glotodidáctica.  Se ofrece contrato temporal a jornada parcial al 50%. Salario según convenio.",09/04/2024,162024003846,LABORAL TEMPORAL,,"PROFESORES DE IDIOMAS, EN GENERAL",,,,,"NIVELES FORMATIVOS REQUERIDOS Desde Enseñanzas universitarias de primer y segundo ciclo, de sólo segundo ciclo, y equivalentes (licenciados) Hasta Doctorado universitario",,,1,5
1,2024-04-14 10:34:56,PINCHE O COCINERO/A,Vitoria-Gasteiz,Araba/Álava,Multinacional de residencia de ancianos necesita incorporar personal de cocina para sustitución de vacaciones. REQUISITOS IMPRESCINDIBLES:  Vehículo propio  Manipulador de alimentos,09/04/2024,162024003845,LABORAL TEMPORAL,,PINCHES DE COCINA,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Conocimientos OTROS CONOCIMIENTOS FORMACIÓN EN HIGIENE ALIMENTARIA,,,1,7
1,2024-04-14 10:34:56,CARPINTERO/A,Errenteria,Gipuzkoa,"Se busca carpintero/a para una empresa de instalación, mantenimiento y reparación de suelos de madera ubicada en Errenteria, tales como tableros, parques, laminaciones, suelos para usos comerciales. Trabajos que realizar: Colocación de puertas, zócalos, suelos, etc. Requisitos imprescindibles: Oficial de primera. 5 años de experiencia en puestos similares. Permiso de conducir. Requisitos valorables: Actitud positiva y responsabilidad hacia el trabajo Se ofrece: Contrato indefinido con periodo de prueba de 5 meses. Incorporación inmediata. Horario: de 08:00 a 16:30. Salario según convenio.",09/04/2024,162024003844,LABORAL INDEFINIDO,,CARPINTEROS EN GENERAL,Nº de puestos: 1,,,,,,,1,4
1,2024-04-14 10:34:56,PELUQUERO/A OFICIAL 1º,Usurbil,Gipuzkoa,"Tareas a realizar: servicios técnicos, coloración, cortes, secados y tratamientos capilares. REQUISITOS IMPRESCINDIBLES: 3 años de experiencia como peluquero/a. SE OFRECE: Contrato indefinido, jornada completa, incorporación inmediata. Salario mensual aproximado: 1.166,64 + comisiones",09/04/2024,162024003841,LABORAL INDEFINIDO,,PELUQUEROS DE SEÑORAS,,,,,Experiencia mínima: 3 años,3 años,,2,2
1,2024-04-14 10:34:56,TERAPEUTA OCUPACIONAL,Busturia,Bizkaia,* Funciones propias del puesto. *Imprescindible titulación. *Se valora experiencia en residencias.,09/04/2024,162024003840,LABORAL INDEFINIDO,,TERAPEUTAS OCUPACIONALES,Nº de puestos: 1,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: DIPLOMATURA en terapia ocupacional GRADO en Terapia Ocupacional,,,1,7
1,2024-04-14 10:34:56,AJUSTADOR-MONTADOR,Usurbil,Gipuzkoa,"Se precisa operario mecánico, que se desenvuelva en taller de mecanizado en diferentes ámbitos, ajuste, montaje, torno y fresadora. Buscamos una persona resolutiva y sin complejos de desempeñar cualquier tarea mecánica que proceda. REQUISITOS IMPRESCINDIBLES: Estudios de mecatrónica y experiencia de al menos 2 años. SE OFRECE: Contrato indefinido, jornada completa. Horario de lunes a jueves de 07:15 a 16:00 y los viernes de 07:15 a 15:00. Salario según convenio. Incorporación inmediata",09/04/2024,162024003839,LABORAL INDEFINIDO,,"MONTADORES-AJUSTADORES DE ELEMENTOS MECÁNICOS DE MAQUINARIA, EN GENERAL",,,,,Experiencia mínima: 2 años,2 años,,1,4
1,2024-04-14 10:34:56,CAMARERO / CAMARERA,Zestoa,Gipuzkoa,DESCRIPCIÓN DEL PUESTO: Funciones propias de camarero/camarera tanto en mesa como en barra.  REQUISITO IMPRESCINDIBLE: Disponibilidad inmediata.  REQUISITO A VALORAR: Experiencia.,09/04/2024,162024003838,LABORAL TEMPORAL,,"CAMAREROS, EN GENERAL",,,,,,,,1,8
1,2024-04-14 10:34:56,TRABAJADOR/A SOCIAL,Busturia,Bizkaia,*Funciones propias del puesto. *Imprescindibles titulación. *Se valora: experiencia en residencias.,09/04/2024,162024003837,LABORAL INDEFINIDO,,TRABAJADORES SOCIALES,Nº de puestos: 1,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: GRADO en Trabajo Social DIPLOMATURA en trabajo social,,,1,60
1,2024-04-14 10:34:56,SOLDADOR/A INDUSTRIAL,Vitoria-Gasteiz,Araba/Álava,"-Manejo soplete, cortar piezas y estructuras metálicas para su valorización o facilitar su desguace. -Reparación de contenedores. -Reparación de la chapa de camiones. -Reparación de asientos. Conocimientos de mecánica: -Realizar el mantenimiento y reparaciones de la flota de camiones. -Reparar y sustituir las piezas gastadas, dañadas o defectuosas. -Comprar el material necesario para las pequeñas reparaciones.",09/04/2024,162024003836,LABORAL TEMPORAL,Discapacitados/as,TÉCNICOS EN SOLDADURA,,,,,Experiencia mínima: 6 meses,6 meses,,1,2
1,2024-04-14 10:34:56,TECNICO EN MAQUINARIA FITNESS,Basauri,Bizkaia,TÉCNICO/A EN REPARACIÓN DE MAQUINARIA FITNESS.,09/04/2024,162024003835,LABORAL INDEFINIDO,,TÉCNICOS EN INSTALACIONES Y LÍNEAS ELÉCTRICAS,,,,,,,,1,1
1,2024-04-14 10:34:56,PEON DE OBRA (AUXILIAR DE LABORATORIO),Urnieta,Gipuzkoa,"Laboratorio de Control de Calidad situado en Urnieta, precisa de auxiliar de laboratorio para relizar recogidas de muestras, suelos, hormigón y aglomerado y posterior traslado al laboratorio. Las muestras se recogen en obras que se encuentran repartidas por Gipuzkoa Se requiere: Permiso B1 Capacidad de gestión y trabajo en equipo. Experiencia en el sector de la construcción. A valorar: Curso PRL 60 horas Se ofrece: Contrato indefinido. Jornada completa y horario partido. Incorporación inmediata. Salario: A convenir.",09/04/2024,162024003833,LABORAL INDEFINIDO,,"PEONES DE OBRAS PUBLICAS, EN GENERAL",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",,,,1,13
1,2024-04-14 10:34:56,PROFESOR/A DE OFIMATICA,Beasain,Gipuzkoa,"TAREAS: docencia de ofimática (excel) REQUISITOS IMPRESCINDIBLES: experiencia mínima de un año o 300 horas en docencia de ofimática. CONTRATO: media jornada, duración determinada. Salario según convenio. Fecha de incorporación abril 2024",09/04/2024,162024003832,LABORAL TEMPORAL,,PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (INFORMÁTICA Y COMUNICACIONES),,,,,Experiencia mínima: 1 año,1 año,,1,2
1,2024-04-14 10:34:56,PEÓN/A,Vitoria-Gasteiz,Araba/Álava,Llevar a cabo las tareas diarias para el funcionamiento de la planta de reciclaje. Segregar los materiales/residuos de manera manual. Servir de apoyo y ayuda en las tareas de recogida de residuos. (cubriendo vacaciones y bajas) Ayudar en la recogida de residuos: cargar/descargar contenedores.,09/04/2024,162024003831,LABORAL TEMPORAL,Discapacitados/as,OPERADORES DE PLANTA DE TRATAMIENTO DE RESIDUOS SÓLIDOS URBANOS,,,,,EXPERIENCIA Ocupación: TÉCNICOS EN TRATAMIENTO DE RESIDUOS SÓLIDOS,,,1,6
1,2024-04-14 10:34:56,TEC. MANTENMIENTO,Vitoria-Gasteiz,Araba/Álava,"TEC. MANTENMIENTO Funciones TDescripción del puesto: Desarrollará funciones de mantenimiento conductivo, preventivo y correctivo de las instalaciones generales de los edificios (instalaciones eléctricas, de clima, PCI, iluminación, etc). Utilizará un GMAO de mantenimiento implantado en su teléfono móvil. Deberá rellenar los datos de las revisiones comunicando a su superior cualquier anomalía detectada. Deberá se capaz de resolver cualquier incidencia de forma autónoma.  REQUISITOS: Formación: Ciclo Formativo Grado Medio ¿ Electricidad y Electrónica Formación en PRL. Manejo en equipos de medición (multímetro, pinza amperimétrica,¿). Manejo en herramientas de mano tanto manuales como eléctricas. Disponer de carnet de conducir. Se valorará disponer de carnets de industria y formación técnica reglada (baja tensión, mantenedor de instalaciones térmicas, manipulador/a de gases refrigerantes,¿.) Manejo de GMAO digital.",09/04/2024,162024003830,LABORAL INDEFINIDO,,ELECTRÓNICOS DE MANTENIMIENTO Y REPARACIÓN DE INSTALACIONES DE REFRIGERACIÓN Y CLIMATIZACIÓN,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 2 años,2 años,,1,2
1,2024-04-14 10:34:56,MONITOR/A,Ortuella,Bizkaia,"Necesitamos monitor/a para:  zumba de martes y jueves por la tarde 19:30 a 20:30 y de spinning y otras dirigidas como HIIT, FITBOX (o boxfit¿) martes y jueves de 17:30 a 20:00",09/04/2024,162024003829,LABORAL TEMPORAL,,MONITORES DE APARATOS DE GIMNASIO,,,,,Experiencia mínima: 6 meses,6 meses,,1,0
1,2024-04-14 10:34:56,PELUQUERA,Mendaro,Gipuzkoa,"Labores comunes de peluquería: Lavado de cabeza,color, mechas,peinados, maquillaje, etc Requisitos imprescindibles: Formación en peluquería ( Técnico en peluquería y cosmética capilar o Técnico Superior en Estitlismo y Peluquería ) Experiencia previa en puesto similar Se ofrece contrato laboral indefinido a media jornada. Fecha prevista de incorporación, 30 de abril de 2024",09/04/2024,162024003828,LABORAL INDEFINIDO,,PELUQUEROS DE SEÑORAS,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: TÉCNICO en Peluquería y Cosmética Capilar,,,1,0
1,2024-04-14 10:34:56,OPERARIO/A MANTENIMIENTO,Zalla,Bizkaia,"Seleccionamos para nuestras mini-centrales hidroeléctricas una persona para el puesto de operario/a de mantenimiento. Las principales funciones a desempeñar serian: Labores preventivas y correctivas (a nivel eléctrico, baja tensión) Soldaduras sencillas y puntuales Mantenimiento mecánico de la instalación. Velar por el correcto funcionamiento de la mini-central y así como su mantenimiento y limpieza. Se ofrece contrato de largo duración con posibilidad de conversión a indefinido.",09/04/2024,162024003826,LABORAL TEMPORAL,,OPERADORES DE MANTENIMIENTO EN CENTRAL HIDROELÉCTRICA,,,,,,,,1,26
1,2024-04-14 10:34:56,MECÁNICA O MECÁNICO DE MAQUINARIA DE JARDINERÍA,Mungia,Bizkaia,"Tareas a realizar: diagnóstico de averías, localización de referencias en despiece, reparación de maquinaria de jardín y limpieza, reparación de motores de explosión de 2 y 4 tiempos, reparación de máquinas eléctricas o de batería y colaboración con el resto de departamentos.",09/04/2024,162024003825,LABORAL TEMPORAL,,"MONTADORES ELECTROMECÁNICOS, EN GENERAL",Nº de puestos: 1,,,,Experiencia mínima: 3 años,3 años,,1,3
1,2024-04-14 10:34:56,TÉCNICO/A HELPDESK,Vitoria-Gasteiz,Araba/Álava,"Se precisa una persona para: *atención de incidencias y peticiones sobre los sistemas microinformáticos de clientes, *mantenimiento preventivo de los sistemas y herramientas de clientes, *reparación de equipos y periféricos y *gestión de aplicaciones comerciales. REQUISITOS IMPRESCINDIBLES: Grado Superior de Informática y Euskera avanzado. VALORABLES: conocimientos de Windows 10, Ofimática, Aplicaciones comerciales y Mantenimiento de equipos informáticos. OFRECEN: contrato indefinido de lunes a viernes en horario de 8 a 15:30 y salario anual aproximado en torno a 16.000-17.000 euros.",09/04/2024,162024003824,LABORAL INDEFINIDO,,TÉCNICOS DE SOPORTE DE REDES,,,,,Experiencia mínima: 3 meses,3 meses,,1,2
1,2024-04-14 10:34:56,DEPENDIENTE,Donostia/San Sebastián,Gipuzkoa,Atención al cliente en recambios y accesorios para vehículos. Grado Medio o Superior de Actividades Comerciales o similar CP.,09/04/2024,162024003823,LABORAL INDEFINIDO,,"DEPENDIENTES DE COMERCIO, EN GENERAL",,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Certificado profesionalidad COML0110 - ACTIVIDADES AUXILIARES DE ALMACÉN Certificado profesionalidad COMT0411 - GESTIÓN COMERCIAL DE VENTAS Certificado profesionalidad COMV0108 - ACTIVIDADES DE VENTA Comercio y Marketing,,,1,2
1,2024-04-14 10:34:56,PELUQUERO/A,Vitoria-Gasteiz,Araba/Álava,"Peluquero/a Oficial de primera para trabajar a media jornada en turno de tarde. Cortes y peinados unisex, de todas las edades, si bien la mayoría del trabajo se desarrollará con niños/as.  IMPRESCINDIBLE Experiencia de al menos 12 meses en cortes unisex. Perfil extrovertido, buen trato con niños/as, entusiasmo.  CONTRATO Indefinido.  JORNADA 20 Horas semanales. De lunes a viernes horario de tarde. Sábados rotativos (mañana, tarde y partido).  SALARIO Según Convenio + incentivos.  INCORPORACIÓN Inmediata.",09/04/2024,162024003821,LABORAL INDEFINIDO,,PELUQUEROS UNISEX,,,,,Experiencia mínima: 1 año,1 año,,1,2
1,2024-04-14 10:34:56,PEÓN DE OBRAS PÚBLICAS,Asteasu,Gipuzkoa,"Se necesita peón de obras públicas para cobertura de puesto de acumulación de tareas. REQUISITOS:  Conocimiento de euskera-Capacidad de hablar  Permiso de conducción  Ser mayor de edad. VALORABLE:  Experiencia en obras en general u obras públicas DURACIÓN: 6 meses, no prorrogable",09/04/2024,162024003820,LABORAL TEMPORAL,,"PEONES DE OBRAS PUBLICAS, EN GENERAL",Nº de puestos: 1,A partir de 18 años,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Idiomas requeridos EUSKERA Lectura ELEMENTAL Escritura ELEMENTAL Hablado ELEMENTAL,,,1,16
1,2024-04-14 10:34:56,ADMINISTRATIVO/A,Vitoria-Gasteiz,Araba/Álava,"REQUISITOS IMPRESCINDIBLES  1. Grado Formativo Superior, FP II administrativo o titulación equivalente o superior. 2. Experiencia mínima de 2 años en puestos similares a los ofertados. Grupo de cotización 4 y 5 . En cualquier caso, para poder tener en cuenta la experiencia, deberá acompañarse de una acreditación de funciones o tareas que así lo justifique. 3. Conocimientos de ofimática a nivel de usuario 4. Conocimientos oral y escrito de las dos lenguas oficiales de la CAV y Euskara nivel B2. 5. Carnet de conducir en vigor B y capacidad para conducir  REQUISITOS A VALORAR: a. Conocimientos específicos de gestión de alquileres. b. Conocimientos básicos en normativa de Arrendamientos Urbanos y de viviendas de protección oficial c. Conocimientos básicos de sistemáticas de comunicación con clientes. d. Formación en materia de igualdad de hombres y mujeres. e. Conocimientos de otros idiomas.   SALARIO MENSUAL BRUTO APROXIMADO 2.312 euros",09/04/2024,162024003819,LABORAL TEMPORAL,,"TÉCNICOS ADMINISTRATIVOS, EN GENERAL",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 2 años,2 años,,4,25
1,2024-04-14 10:34:56,MECANICO/A,Donostia/San Sebastián,Gipuzkoa,"Mantenimiento y reparación de vehículos. REQUISITOS: CFGM O CFGS en automoción, Certificado de profesionalidad SINO EXPERIENCIA DEMOSTRABLE COMO MECANICO/A.",09/04/2024,162024003818,LABORAL INDEFINIDO,,"MECÁNICOS DE MANTENIMIENTO Y REPARACIÓN DE AUTOMOCIÓN, EN GENERAL",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 6 meses,6 meses,,1,4
1,2024-04-14 10:34:56,DEPENDIENTE VENDEDOR/A DE MUEBLES Y/O ELECTRODOMÉSTICOS,Vitoria-Gasteiz,Araba/Álava,Atención al publico y venta en tienda física (exposición) de Vitoria.  IMPRESCINDIBLE Experiencia mínima de 12 meses como vendedor/a de muebles o electrodomésticos. Manejo de herramientas informáticas (ofimática) demostrable.  CONTRATO Indefinido.  JORNADA Parcial. Media jornada en horario de tarde.  SALARIO Según Convenio.  INCORPORACIÓN Inmediata.,09/04/2024,162024003817,LABORAL TEMPORAL,,DEPENDIENTES DE ELECTRODOMÉSTICOS,,,,,Experiencia mínima: 1 año,1 año,,1,3
1,2024-04-14 10:34:56,ENCARGADA/O ATENCION AL PUBLICO-VENTA,Vitoria-Gasteiz,Araba/Álava,"Se necesita persona con experiencia en el sector y gestión de equipos. Requisitos imprescindibles:  Grado de discapacidad igual o superior al 33%. . Carnet de conducir. Se ofrece contrato de fomento, jornada completa, salario aproximado 21.000¿ bruto/año aproximado",09/04/2024,162024003814,LABORAL TEMPORAL,Discapacitados/as,"TÉCNICOS MEDIOS EN RECURSOS HUMANOS, EN GENERAL",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",,,,11,8
1,2024-04-14 10:34:56,PUBLIZITATE ARDURADUNA,Usurbil,Gipuzkoa,"EZINBESTEKO BALDINTZAK: Kazetaritza, publizitate, ikus-entzunezko komunikazio edo marketin arloko ikasketak. Diseinu lanak egiteko ahalmena, programa hauen ezagutza: InDesign, Adobe Photoshop, Canva· Euskara maila altua. Harremanetarako dohainak. Publizitate kanpainak definitu eta diseinatzeko gaitasuna. BALORATZEN DA: E-posta marketing-erako ezagutzak: MailChimp edo antzeko softwareak erabiltzen esperientzia, euskalgintza sektorearen ezagutza, Usurbil herriaren ezagutza, berehala lanean hasteko prestutasuna, gidabaimena eta kotxe propioa izatea. ESKAINTZEN DA: Aldi baterako kontratua (12 hilabete). Lanaldi erdia: 09:00 13:00. Soldata gordina: 1.063 euro. Hasteko aurrikusitako data: 2024ko maiatza",09/04/2024,162024003788,LABORAL TEMPORAL,,"DIRECTORES DE DEPARTAMENTOS DE PUBLICIDAD Y/O RELACIONES PÚBLICAS, EN GENERAL",,,,,"Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: GRADO en Periodismo LICENCIATURA en periodismo GRADO en Comunicación y Periodismo Audiovisuales GRADO en Periodismo y Comunicación Corporativa GRADO en Publicidad LICENCIATURA en publicidad y relaciones publicas GRADO en Publicidad, Relaciones Públicas y Marketing GRADO en Diseño Audiovisual e Ilustración GRADO en Comunicación Audiovisual y Multimedia GRADO en Comunicación Audiovisual GRADO en Publicidad, Marketing y Relaciones Públicas GRADO en Marketing OTROS CONOCIMIENTOS PHOTOSHOP ADOBE INDESIGN",,,1,12
1,2024-04-14 10:34:56,MONTADOR DE MUEBLES,Lasarte-Oria,Gipuzkoa,"Montador de muebles. Se requiere: actitud, experiencia y euskera. Se ofrece: Jornada completa. Contrato de 6 meses. Salario: 1.100 netos.",09/04/2024,162024003688,LABORAL TEMPORAL,,MONTADORES DE MUEBLES DE COCINA,,,,,Experiencia mínima: 6 meses,6 meses,,1,7
1,2024-04-14 10:34:56,AUXILIAR MONTAJE/DESMONTAJE DE EVENTOS,Bilbao,Bizkaia,"Empresa dedicada a la representación y gestión de espectáculos precisa contratar personas para realizar trabajos de montaje y desmontaje carga y descarga iluminación, sonido, vídeo.. para escenarios e infraestructuras en eventos, conciertos y festivales. IMPRESCINDIBLE: Experiencia en el puesto. VALORABLE: Carnet de manejo de carretilla elevadora. SE OFRECE: contrato eventual a jornada parcial o completa, en horario variable. SALARIO: 1323 euros/brutos, aprox. (jornada completa)",09/04/2024,162024003683,LABORAL TEMPORAL,,"MOZOS DE CARGA Y DESCARGA, ALMACÉN Y/O MERCADO DE ABASTOS",,,,,Experiencia mínima: 1 mes,1 mes,,100,47
1,2024-04-14 10:34:56,"MONTADOR/A DE CUBIERTAS DE TEJADOS, ESPECIALISTA FONTANERO",Leioa,Bizkaia,"TRABAJO DE MONTADOR DE CUBIERTAS DE TEJADOS. INDISPENSABLE: CARNET B, PERMISO DE TRABAJOS EN ALTURA Y CONOCIMIENTOS DE FONTANERÍA. VALORABLE EXPERIENCIA EN EL SECTOR.",09/04/2024,162024003192,LABORAL INDEFINIDO,,PEONES DE LA CONSTRUCCIÓN DE EDIFICIOS,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR","Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Certificado profesionalidad EOCI10 - FONTANERO Programas ocupacionales sin requisitos académicos - Programas sobre el entorno de trabajo, prevención de riesgos",,,1,5
1,2024-04-14 10:34:56,PROMOTOR/A GERENTE DE NUEVO NEGOCIO SECTOR AGRIFOOD,Arrasate/Mondragon,Gipuzkoa,"Personas emprendedoras para desarrollar nuevos negocios en la cooperativa del sector Agrifood . Tu misión será desarrollar el nuevo negocio en el sector agroalimentario, desde el análisis de viabilidad hasta su puesta en marcha.IMPRESCINDIBLE: -+ 5 años de experiencia en la gestión global de negocio. -Capacidad en la gestión comercial y de canales de venta. -Iniciativa, autonomía y capacidad para tomar decisiones. -Habilidades de negociación y capacidad para llegar a acuerdos. Nivel superior de inglés y disponibilidad para viajar a nivel inernacional. VALORABLE: Se valorará el conocimiento en el sector agroalimentario.JORNADA: Completa y flexible.",09/04/2024,162024002954,LABORAL INDEFINIDO,,"DIRECTORES DE DEPARTAMENTO DE COMERCIALIZACIÓN Y VENTAS, EN GENERAL",,,,,Idiomas requeridos INGLES Lectura SUPERIOR Escritura SUPERIOR Hablado SUPERIOR,,,2,4
1,2024-04-14 10:34:56,FARMACEUTICA/O ADJUNTO,Gorliz,Bizkaia,"Farmacéutica/o adjunta/o con contrato indefinido. Mejora salarial del convenio de farmacia. Horario continuo, una semana de mañana y otra de tarde. Posibilidad solo jornada de mañana y 2 sábados al mes 4 horas de mañana. Requisitos imprescindibles: titulación universitaria en farmacia y experiencia en oficina de farmacia. Requisitos a valorar: experiencia laboral, spd, conocimientos en dermofarmacia, formulación magistral, vocación sanitaria. Incorporación inmediata.",09/04/2024,162024002875,LABORAL INDEFINIDO,,"FARMACÉUTICOS, EN GENERAL",,,,,NIVELES FORMATIVOS REQUERIDOS Desde ENSEÑANZAS UNIVERSITARIAS DE GRADO Hasta Doctorado universitario,,,1,1
1,2024-04-14 10:34:56,COMERCIAL INSTALADOR/A,Hernani,Gipuzkoa,"Se buscan personas extrovertidas para la venta de instalación de Sistemas de Seguridad. Se ofrece: Formación a cargo de la empresa, sueldo fijo + comisiones, tarjeta Solred y dietas, contrato indefinido a jornada completa y 16500¿ anuales. Imprescindible: carnet de conducir y vehículo propio los primeros 5 meses. Valorable: Capacidad comunicativa.",09/04/2024,162024002808,LABORAL INDEFINIDO,,AGENTES COMERCIALES,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",,,,4,6
